Age,Income,Churn,Outage_sec_perweek,Yearly_equip_failure,Techie,Tenure,MonthlyCharge,Bandwidth_GB_Year,SatisfactionScore,features_score
0.651685393,0.060012043,1,0.548990513,0,0,0.135100619,0.844803963,0.268939944,0.453125,0.545454545
0.516853933,0.157372421,0,0.604187623,0,0,0.276910237,0.628804211,0.267411683,0.4375,0.363636364
0.314606742,0.247059317,0,0.319932194,0,0,0.02309513,0.499588692,0.067235131,0.390625,0.181818182
0.483146067,0.302239391,1,0.304733047,0,0,0.116757794,0.758759054,0.184622507,0.53125,0.636363636
0.741573034,0.168216424,0,0.42829957,0,0,0.033411228,0.594397994,0.125895756,0.578125,0.363636364
0.943820225,0.186853183,1,0.403235916,0,1,0.195840485,0.879238331,0.301485191,0.515625,0.636363636
0.775280899,0.222984758,0,0.421702163,0,0,0.058146971,0.318635032,0.100656786,0.4375,0.272727273
0.224719101,0.119201763,1,0.298235342,0.166666667,0,0.207364901,0.370418252,0.241333031,0.609375,0.363636364
0.393258427,0.198956666,1,0.591814723,0.333333333,0,0.240839258,0.810446447,0.306767974,0.484375,0.818181818
0.988764045,0.03025689,1,0.525430288,0,0,0.10915238,0.870684474,0.168619181,0.53125,0.545454545
0.797752809,0.114751293,1,0.499201826,0,0,0.117813584,0.5254188,0.190548026,0.484375,0.454545455
0.966292135,0.143072228,1,0.335332187,0,0,0.106170704,0.559900648,0.204167427,0.421875,0.636363636
0.269662921,0.044954649,0,0.491337154,0,1,0.192022355,0.318635032,0.244487326,0.5,0.181818182
0.853932584,0.032921927,0,0.552780458,0,0,0.10795321,0.551299311,0.123534248,0.5,0.363636364
0.370786517,0.417376662,0,0.533709323,0.166666667,0,0.344120613,0.706380518,0.381242682,0.421875,0.454545455
0.887640449,0.216673535,0,0.592126148,0,0,0.184546103,0.65540977,0.224451352,0.4375,0.727272727
0.853932584,0.28359456,1,0.483456596,0,0,0.088933956,0.603188207,0.120419981,0.46875,0.636363636
0.269662921,0.257639087,1,0.61114516,0,1,0.209564946,0.836287879,0.289504276,0.40625,0.636363636
0.865168539,0.145503508,1,0.367322206,0,0,0.122021874,0.698360222,0.224612747,0.546875,0.545454545
0.696629213,0.306807204,1,0.470854648,0,1,0.094727018,0.646685401,0.147299079,0.3125,0.363636364
0.235955056,0.084151607,1,0.461038291,0,0,0.046109723,1.000001444,0.160717261,0.453125,0.818181818
0.438202247,0.201582846,0,0.605685503,0,1,0.192331771,0.568577537,0.29859851,0.375,0.636363636
0.258426966,0.172307298,0,0.422767982,0.166666667,1,0.224393981,0.671939392,0.273288042,0.46875,0.636363636
0.97752809,0.206997664,1,0.357780317,0.166666667,0,0.10917709,0.836127075,0.230119165,0.4375,0.545454545
0.303370787,0.169860105,0,0.592897532,0,0,0.094516201,0.430673777,0.099901257,0.453125,0.181818182
0.674157303,0.077211919,1,0.228409693,0.166666667,0,0.107115367,0.767372963,0.172573434,0.421875,0.636363636
0.898876404,0.15133698,1,0.489667118,0.166666667,0,0.075038719,0.473767535,0.097782924,0.46875,0.454545455
0.629213483,0.099566668,1,0.692071295,0,0,0.028695362,0.801769558,0.107526452,0.40625,0.636363636
0.224719101,0.229503667,1,0.46541011,0,0,0.052116757,0.534159967,0.179229428,0.46875,0.636363636
0.438202247,0.147957383,1,0.790055623,0,0,0.157315057,0.67192682,0.264988207,0.3125,0.636363636
0.337078652,0.132845373,0,0.413242819,0,0,0.249517514,0.80170528,0.321140895,0.484375,0.454545455
0.528089888,0.144946769,1,0.574618612,0,0,0.014600037,0.888076024,0.14231717,0.40625,0.818181818
0.393258427,0.011784364,0,0.388659992,0,0,0.189435475,0.559872498,0.239145167,0.34375,0.454545455
0.741573034,0.024272588,0,0.434620775,0,0,0.231127106,0.318635032,0.248342028,0.421875,0.272727273
0.853932584,0.205667965,1,0.460159112,0.166666667,0,0.014482485,0.637444972,0.121757849,0.375,0.454545455
0.786516854,0.096638982,1,0.534840413,0,0,0.237505046,0.594369844,0.24902187,0.453125,0.545454545
0.494382022,0.062964218,0,0.443960408,0.166666667,0,0.038603748,0.387562521,0.033942556,0.5625,0.272727273
0.820224719,0.046870596,0,0.502537824,0.166666667,0,0.210025994,0.516926971,0.210351068,0.390625,0.454545455
0.808988764,0.125132686,0,0.33062898,0,0,0.036963368,0.559928719,0.053180925,0.421875,0.545454545
0.471910112,0.339898965,1,0.393714657,0,0,0.071092044,0.439322594,0.148712093,0.5,0.545454545
0.651685393,0.071095714,1,0.438501927,0,0,0.100238077,0.439270189,0.11880226,0.34375,0.454545455
0.764044944,0.029568093,1,0.605905999,0,0,0.037415252,0.827525738,0.106769446,0.484375,0.454545455
0.213483146,0.123996111,0,0.256068576,0,0,0.089467292,0.560037528,0.171607462,0.375,0.545454545
0.887640449,0.19136893,0,0.52613533,0.166666667,0,0.142297119,0.637465602,0.167214216,0.46875,0.636363636
0.606741573,0.299046391,1,0.383255893,0,1,0.210841268,0.836202626,0.277227027,0.515625,0.545454545
0.213483146,0.106952627,1,0.467299822,0,0,0.300172712,0.801709505,0.41270081,0.4375,0.545454545
0.516853933,0.105136332,0,0.626946624,0,0,0.063566237,0.516855235,0.098235106,0.40625,0.454545455
0.707865169,0.083968912,1,0.662984028,0,0,0.120294957,0.879285811,0.243809338,0.34375,0.545454545
0.95505618,0.127274511,1,0.830050867,0.166666667,1,0.329030647,0.698407703,0.405098739,0.46875,0.545454545
0.719101124,0.076601183,1,0.724369287,0,0,0.14903777,0.991324555,0.219638639,0.40625,0.727272727
0.235955056,0.034683568,0,0.513520473,0,1,0.131452895,0.499588692,0.135339736,0.4375,0.363636364
0.202247191,0.183926926,0,0.59682894,0,0,0.057042202,0.447952002,0.173141431,0.5625,0.545454545
0.93258427,0.154619242,0,0.695513332,0,0,0.039598014,0.404892042,0.066910976,0.375,0.454545455
0.370786517,0.285915063,1,0.321744787,0.166666667,0,0.089141946,0.525502409,0.175650969,0.484375,0.454545455
0.651685393,0.03528179,1,0.528336781,0,0,0.243911009,0.793129143,0.294642945,0.40625,0.636363636
0.269662921,0.08634237,1,0.442620788,0.166666667,0,0.102099901,0.801870309,0.186149058,0.40625,0.727272727
0.988764045,0.046916212,0,0.388745903,0.166666667,0,0.081489524,0.430673777,0.054036148,0.4375,0.181818182
0.449438202,0.014408536,1,0.50599323,0,0,0.029104407,0.85354513,0.186932216,0.40625,0.727272727
0.292134831,0.216853759,1,0.349665826,0,0,0.046004293,0.55125183,0.071193283,0.46875,0.454545455
0.786516854,0.088111002,1,0.411920189,0.166666667,0,0.093977245,0.715600317,0.145891263,0.53125,0.454545455
0.235955056,0.049859966,1,0.366950161,0,0,0.035317769,0.85354513,0.205054041,0.40625,0.818181818
0.842696629,0.070256202,1,0.473169312,0.333333333,0,0.024953226,0.715038076,0.135730847,0.375,0.727272727
0.752808989,0.23576487,1,0.38891275,0.166666667,0,0.026689924,0.793028391,0.097167514,0.515625,0.454545455
0.325842697,0.234341622,0,0.652096585,0.166666667,0,0.114567642,0.611688792,0.239699858,0.375,0.636363636
0.292134831,0.082633921,0,0.642449553,0,0,0.302462789,0.534056266,0.392743146,0.484375,0.454545455
0.426966292,0.121165219,1,0.588696649,0.166666667,0,0.200373872,0.810370895,0.330158507,0.328125,0.545454545
0.224719101,0.145774654,0,0.469726192,0,0,0.223818791,0.318635032,0.301215988,0.296875,0.090909091
0.674157303,0.105651395,0,0.59668902,0,0,0.318017798,0.559876723,0.361234065,0.390625,0.454545455
0.730337079,0.080617897,1,0.314615876,0,0,0.12879594,0.715499566,0.173396095,0.5,0.545454545
0.404494382,0.337225855,0,0.435996173,0,0,0.113260852,0.628953143,0.148471246,0.484375,0.636363636
0.887640449,0.143679063,1,0.39110513,0,1,0.107989622,0.836127075,0.239377103,0.390625,0.545454545
0.764044944,0.111384481,0,0.573953005,0,0,0.040724999,0.370423177,0.097866615,0.59375,0.454545455
0.325842697,0.188008414,1,0.216295758,0,0,0.14239455,0.516918214,0.182102323,0.421875,0.454545455
0.97752809,0.206335247,0,0.382932858,0.166666667,0,0.165209523,0.508265581,0.156336036,0.46875,0.363636364
0.382022472,0.101103164,1,0.527935471,0,0,0.114032419,0.525483078,0.209035136,0.5625,0.454545455
0.247191011,0.325345239,0,0.484894351,0.166666667,0,0.123398153,0.620228774,0.137676866,0.546875,0.545454545
0.224719101,0.091389092,1,0.54927396,0.166666667,0,0.091357893,0.758658302,0.185675153,0.375,0.454545455
0.370786517,0.17537469,0,0.555362775,0.166666667,0,0.040690785,0.706436738,0.097046835,0.515625,0.454545455
0.842696629,0.020927676,1,0.505920196,0.166666667,0,0.11129829,0.879399135,0.183501342,0.359375,0.818181818
0.966292135,0.098218583,0,0.575374253,0,0,0.025672848,0.517027723,0.074023895,0.421875,0.727272727
0.764044944,0.081449142,1,0.425533692,0.166666667,0,0.026180813,0.620166746,0.056563227,0.328125,0.272727273
0.674157303,0.139724767,0,0.614601419,0,0,0.13588101,0.404852619,0.139033286,0.5,0.454545455
0.280898876,0.084186331,0,0.351612961,0.166666667,0,0.17647236,0.758759054,0.248647092,0.609375,0.545454545
0.438202247,0.182637899,0,0.647629363,0,0,0.134804783,0.525608085,0.217813097,0.34375,0.545454545
0.303370787,0.175471445,0,0.468204568,0,0,0.210092579,0.542747429,0.216483154,0.46875,0.363636364
0.280898876,0.047257076,0,0.429899512,0.166666667,0,0.099722128,0.465091346,0.110438334,0.46875,0.272727273
0.494382022,0.180400671,0,0.523434746,0,0,0.138671662,0.353165926,0.145327626,0.34375,0.272727273
0.730337079,0.044511158,1,0.280725613,0,0,0.042011781,0.473819941,0.118330207,0.484375,0.454545455
0.820224719,0.075451399,0,0.354561163,0.166666667,1,0.142744043,0.637505025,0.172376656,0.515625,0.727272727
0.539325843,0.319155298,0,0.462899627,0.333333333,0,0.179527242,0.585794407,0.18622422,0.359375,0.545454545
0.438202247,0.109773322,0,0.249085532,0,0,0.133135484,0.370583981,0.1543349,0.484375,0.636363636
0.617977528,0.314459212,0,0.221559385,0,0,0.204764085,0.430673777,0.17073488,0.453125,0.363636364
0.797752809,0.268468683,0,0.46087948,0,0,0.174285924,0.396239409,0.161092712,0.421875,0.363636364
0.494382022,0.061584693,1,0.458546292,0.166666667,1,0.055544387,0.447850551,0.146517646,0.40625,0.363636364
0.393258427,0.148043516,1,0.381129684,0,0,0.017383411,0.70637246,0.092360586,0.484375,0.636363636
0.449438202,0.318890409,1,0.353452797,0,0,0.169012353,0.689844138,0.239083874,0.453125,0.636363636
0.382022472,0.145489641,1,0.393160168,0,0,0.092007388,0.905054563,0.169583862,0.4375,0.545454545
0.393258427,0.346667661,1,0.421591075,0,1,0.078381093,0.905054563,0.175097552,0.359375,0.636363636
0.662921348,0.09640364,1,0.432414323,0,1,0.062500115,0.758658302,0.133405777,0.453125,0.363636364
0.820224719,0.200262533,1,0.203131052,0.333333333,0,0.091322527,0.836187128,0.165902052,0.3125,0.636363636
0.988764045,0.125311017,1,0.32864553,0.166666667,0,0.163446433,0.663221781,0.190974127,0.46875,0.454545455
0.382022472,0.294226165,0,0.370605505,0.333333333,0,0.183633375,0.663278002,0.195294599,0.421875,0.454545455
0.752808989,0.096356441,0,0.366845712,0,1,0.02774807,0.551299311,0.064455991,0.4375,0.545454545
0.573033708,0.332325984,0,0.409443792,0.166666667,0,0.052605565,0.318635032,0.1115278,0.328125,0.181818182
0.292134831,0.071922517,0,0.235289066,0,0,0.222248638,0.516866918,0.313657768,0.421875,0.545454545
0.505617978,0.074253527,0,0.48956351,0,0,0.157520359,0.767335191,0.228624474,0.453125,0.545454545
0.584269663,0.086650364,1,0.668100784,0,1,0.072946483,0.913731452,0.162710409,0.5,0.545454545
0.280898876,0.104791219,1,0.524730775,0,0,0.250101301,0.67195489,0.271888541,0.484375,0.545454545
0.674157303,0.154014995,0,0.253298309,0,0,0.254137566,0.482343672,0.252957256,0.34375,0.545454545
0.93258427,0.236636247,0,0.564954769,0,0,0.079943248,0.327472725,0.122741325,0.375,0.363636364
0.280898876,0.345787169,0,0.510116028,0.5,0,0.029325078,0.447947077,0.092556272,0.34375,0.545454545
0.651685393,0.053956362,0,0.20623339,0.333333333,0,0.170071039,0.318635032,0.230921348,0.484375,0.363636364
0.719101124,0.015870988,0,0.490513992,0,0,0.159247523,0.413581913,0.216455611,0.546875,0.545454545
0.831460674,0.361672216,0,0.31246627,0,1,0.136932064,0.387562521,0.121326059,0.453125,0.363636364
0.303370787,0.166603489,1,0.547169064,0,0,0.240527887,0.646732882,0.303366717,0.4375,0.363636364
0.573033708,0.174761675,0,0.311486219,0,0,0.094600461,0.559872498,0.132167197,0.296875,0.454545455
0.662921348,0.139183594,1,0.638824383,0,0,0.198160314,0.508140574,0.180861883,0.453125,0.181818182
0.876404494,0.045064845,1,0.580951301,0.166666667,1,0.018891956,0.706380518,0.071125368,0.453125,0.727272727
0.404494382,0.098874433,0,0.782925802,0.166666667,0,0.161083209,0.542747429,0.169080952,0.484375,0.272727273
0.943820225,0.373209806,1,0.370877107,0,0,0.102768769,0.655248966,0.207209892,0.4375,0.454545455
0.471910112,0.141773738,0,0.295019502,0.166666667,0,0.018872739,0.706436738,0.079245834,0.34375,0.636363636
0.842696629,0.264313229,0,0.399401406,0.166666667,0,0.146265898,0.551361339,0.138391898,0.265625,0.454545455
0.438202247,0.103662524,1,0.45063684,0,0,0.133755142,0.646685401,0.185693849,0.5,0.545454545
0.842696629,0.080218864,0,0.469553223,0,0,0.274976724,0.706333037,0.260209917,0.46875,0.636363636
0.640449438,0.054199274,0,0.492767178,0,0,0.234178007,0.387562521,0.202054146,0.46875,0.181818182
0.393258427,0.116299956,0,0.5559545,0,1,0.186237549,0.499588692,0.186974325,0.46875,0.272727273
0.584269663,0.178725164,1,0.515481017,0,1,0.053577015,0.758658302,0.131286013,0.421875,0.363636364
0.741573034,0.15424207,0,0.536920336,0.166666667,0,0.120884578,0.318635032,0.178124707,0.4375,0.090909091
0.269662921,0.038487227,0,0.393029047,0,0,0.283414388,0.836287879,0.338331796,0.34375,0.636363636
0.258426966,0.098289576,1,0.473283598,0.333333333,0,0.024265286,0.47377246,0.128851831,0.34375,0.272727273
0.606741573,0.281350997,0,0.361009778,0,1,0.33365404,0.439350665,0.295104502,0.578125,0.454545455
0.91011236,0.005569587,0,0.532328324,0.166666667,0,0.111209849,0.439338093,0.172343599,0.453125,0.363636364
0.235955056,0.08935843,0,0.272198262,0,0,0.091154581,0.508241325,0.144530677,0.40625,0.363636364
0.528089888,0.140018779,1,0.364607233,0,0,0.073497607,0.585770151,0.122601624,0.484375,0.454545455
0.528089888,0.0594633,0,0.364734722,0.166666667,0,0.210944654,0.473666784,0.22571308,0.53125,0.363636364
0.640449438,0.055539827,0,0.64143108,0,0,0.144174129,0.396239409,0.134090164,0.390625,0.454545455
0.213483146,0.223160849,0,0.603507164,0,0,0.200774496,0.516879491,0.22906863,0.46875,0.454545455
0.584269663,0.222564134,1,0.510729329,0.166666667,0,0.101793965,0.655248966,0.244590031,0.421875,0.454545455
0.943820225,0.075050319,0,0.498890279,0,0,0.129876813,0.602983754,0.163928293,0.46875,0.636363636
0.898876404,0.165781321,1,0.564651318,0.166666667,1,0.150953842,0.560076951,0.18918662,0.515625,0.636363636
0.651685393,0.266530025,0,0.577048599,0,0,0.055514929,0.361741363,0.088291871,0.5,0.272727273
0.685393258,0.05332334,1,0.727688116,0,0,0.030993848,0.602971181,0.147281026,0.5625,0.545454545
0.528089888,0.006771245,1,0.554801921,0,0,0.03312466,0.870636993,0.126355491,0.375,0.454545455
0.617977528,0.21320993,1,0.266411183,0.166666667,0,0.069344109,0.542747429,0.089081093,0.375,0.272727273
1,0.0177385,0,0.517061128,0.166666667,0,0.108710609,0.43937389,0.118204726,0.375,0.545454545
0.91011236,0.037012376,1,0.58195993,0,1,0.029905515,0.948165819,0.10836014,0.390625,0.727272727
0.91011236,0.083429323,0,0.477637556,0,0,0.114025346,0.551400062,0.136298586,0.34375,0.454545455
0.483146067,0.309463976,1,0.488339097,0,0,0.099975398,0.594511318,0.145621285,0.46875,0.545454545
0.943820225,0.259669866,1,0.538357096,0,0,0.102809237,0.73284207,0.226436501,0.421875,0.636363636
0.640449438,0.072042911,1,0.508751553,0.166666667,0,0.255171881,0.706380518,0.268878877,0.421875,0.727272727
0.820224719,0.376452825,0,0.339382034,0,1,0.079601084,0.585858685,0.097087728,0.53125,0.545454545
0.415730337,0.056539708,1,0.458045138,0,0,0.034692013,0.594397994,0.164626921,0.421875,0.545454545
0.966292135,0.094133929,0,0.257601418,0,0,0.038128585,0.559976199,0.070513224,0.421875,0.454545455
0.449438202,0.181439409,0,0.359941626,0,0,0.047037672,0.430721257,0.054618056,0.40625,0.272727273
0.696629213,0.192890131,1,0.301700838,0,0,0.042116159,0.715113627,0.096851237,0.5,0.636363636
0.775280899,0.040881311,0,0.544817727,0.333333333,0,0.037202978,0.620166746,0.06948831,0.421875,0.363636364
0.224719101,0.181477339,0,0.477717414,0,0,0.092753742,0.482343672,0.138286333,0.4375,0.181818182
0.966292135,0.189150435,0,0.692004379,0,0,0.086272093,0.628905662,0.104071348,0.5,0.545454545
0.921348315,0.029830626,1,0.446032932,0,0,0.188469108,0.810370895,0.291597137,0.375,0.545454545
0.550561798,0.281952617,1,0.628694222,0,0,0.135109406,0.689730814,0.244705745,0.59375,0.454545455
0.764044944,0.214729431,1,0.431725947,0,0,0.09979945,0.560025655,0.209711108,0.453125,0.636363636
0.741573034,0.108523577,1,0.253583654,0,0,0.09777691,0.603574145,0.155976864,0.4375,0.272727273
0.325842697,0.04205342,0,0.392071874,0,0,0.261031068,0.594354346,0.287352891,0.4375,0.454545455
0.224719101,0.569472929,0,0.518509992,0.166666667,0,0.062647223,0.516765467,0.170781127,0.375,0.363636364
0.595505618,0.299953264,1,0.453725235,0,0,0.21856249,0.559900648,0.29180377,0.421875,0.454545455
0.303370787,0.002860788,0,0.431490453,0,0,0.152062275,0.2756371,0.151018905,0.375,0.181818182
0.629213483,0.239094371,1,0.380289857,0,0,0.103254739,0.671962948,0.138195698,0.53125,0.545454545
0.382022472,0.209525737,0,0.353038702,0,0,0.483450242,0.525426858,0.549636606,0.34375,0.545454545
0.415730337,0.075409954,0,0.418986598,0,0,0.039889434,0.404852619,0.08336432,0.390625,0.363636364
0.921348315,0.06769719,1,0.610359239,0,0,0.226898885,0.836287879,0.287853827,0.296875,0.636363636
0.640449438,0.081352619,0,0.723614101,0,0,0.036056754,0.327311921,0.114247735,0.5625,0.181818182
0.505617978,0.122698703,1,0.668695305,0.166666667,0,0.033185578,0.628928888,0.106491742,0.359375,0.727272727
0.303370787,0.092874179,0,0.682515208,0,0,0.049545458,0.327425245,0.086247807,0.375,0.454545455
0.235955056,0.14467122,1,0.030018765,0,0,0.133706783,0.439213086,0.220110561,0.328125,0.454545455
0.741573034,0.365607045,0,0.354447742,0,0,0.083949306,0.52555568,0.109745607,0.4375,0.454545455
0.573033708,0.077182101,1,0.403650093,0,1,0.090719811,0.516926971,0.122111094,0.4375,0.545454545
0.337078652,0.386379257,1,0.33498382,0.333333333,1,0.021011279,0.439270189,0.070638068,0.3125,0.272727273
0.280898876,0.58776558,1,0.377498406,0,0,0.047084719,0.724261707,0.14282995,0.453125,0.454545455
0.595505618,0.06967289,0,0.457310552,0.166666667,0,0.352336048,0.499588692,0.302705445,0.46875,0.272727273
0.887640449,0.12861151,1,0.51283618,0.166666667,0,0.151657153,0.680639837,0.199554161,0.375,0.636363636
0.460674157,0.310663471,1,0.41089178,0,0,0.094106791,0.628851692,0.149823381,0.40625,0.363636364
0.707865169,0.059573149,0,0.574652378,0.166666667,0,0.218257058,0.482509402,0.220682699,0.46875,0.454545455
0.786516854,0.03269601,0,0.302271675,0.333333333,0,0.041745847,0.430774528,0.055373131,0.390625,0.454545455
0.651685393,0.089251284,1,0.261561982,0,1,0.039055788,0.844864016,0.127305063,0.421875,0.727272727
0.707865169,0.252334042,1,0.629311441,0,1,0.178482552,0.80170528,0.238890433,0.390625,0.545454545
0.516853933,0.04886302,0,0.302315795,0,0,0.060909849,0.594369844,0.10588801,0.46875,0.454545455
1,0.385428776,0,0.418095394,0,0,0.080536294,0.473868986,0.105967174,0.515625,0.363636364
0.550561798,0.205951278,0,0.471122586,0.333333333,0,0.215860008,0.559924204,0.293377338,0.46875,0.545454545
0.337078652,0.451481089,1,0.521624513,0,0,0.165683553,0.594397994,0.258577033,0.546875,0.454545455
0.966292135,0.088221778,1,0.297963272,0.166666667,1,0.069961336,0.568553612,0.146817871,0.453125,0.636363636
0.314606742,0.114879836,1,0.572875117,0.166666667,0,0.045276001,0.551301285,0.169905395,0.4375,0.545454545
0.629213483,0.085512052,1,0.711349145,0,0,0.173958772,0.801756986,0.298737487,0.515625,0.636363636
0.898876404,0.103360787,0,0.160803969,0,0,0.072507973,0.594535573,0.095647685,0.53125,0.545454545
0.314606742,0.091208135,1,0.663190236,0.333333333,0,0.145618485,0.551299311,0.185155711,0.34375,0.454545455
0.595505618,0.149446641,0,0.325035843,0,0,0.05326716,0.594410567,0.089606972,0.390625,0.545454545
0.966292135,0.151267725,0,0.569720307,0,0,0.109977303,0.585770151,0.131908283,0.421875,0.545454545
0.303370787,0.0329828,0,0.341093116,0,0,0.085233846,0.603074883,0.217060724,0.359375,0.545454545
0.865168539,0.065874484,0,0.523463538,0,0,0.277891979,0.508350834,0.254855452,0.46875,0.363636364
0.95505618,0.263567422,0,0.265878742,0,0,0.310818829,0.430661204,0.328796821,0.421875,0.272727273
0.528089888,0.089227762,1,0.223693939,0,0,0.236892658,0.913731452,0.308701971,0.375,0.636363636
0.640449438,0.190510068,0,0.371069896,0,0,0.034518202,0.585692956,0.072897426,0.359375,0.363636364
0.573033708,0.125374439,1,0.66966083,0,1,0.140456377,0.628851692,0.179138325,0.453125,0.636363636
0.415730337,0.169045198,0,0.631394243,0,0,0.16106065,0.473832513,0.179252199,0.40625,0.363636364
0.359550562,0.353823647,1,0.316689159,0.333333333,0,0.211389058,0.698407703,0.338755408,0.390625,0.545454545
0.617977528,0.135102338,1,0.343057442,0,0,0.141660867,0.775936528,0.281863179,0.5,0.636363636
0.775280899,0.4464823,1,0.319159713,0,0,0.085221385,0.879238331,0.221498207,0.5,0.727272727
0.269662921,0.531436184,0,0.532508117,0,0,0.153337364,0.551361339,0.179069953,0.4375,0.363636364
0.887640449,0.039974322,1,0.491809475,0,0,0.03122843,0.637453029,0.155792595,0.390625,0.545454545
0.719101124,0.03601485,0,0.422274626,0.5,0,0.181109061,0.551299311,0.185014583,0.34375,0.363636364
0.292134831,0.088941011,1,0.269092419,0,0,0.050516452,0.91379573,0.155625681,0.453125,0.545454545
0.674157303,0.052993059,1,0.356491815,0.166666667,0,0.134170874,0.525442356,0.211033801,0.546875,0.545454545
0.775280899,0.183990348,0,0.593448973,0.166666667,0,0.121137391,0.491110739,0.195889665,0.5625,0.727272727
0.415730337,0.190307326,1,0.626710752,0.166666667,1,0.338575778,0.70637246,0.344097471,0.46875,0.545454545
0.730337079,0.03469334,0,0.402774938,0.333333333,0,0.097472441,0.568613665,0.131790863,0.34375,0.545454545
0.786516854,0.118166965,0,0.283036463,0,1,0.017161204,0.439435918,0.041485734,0.375,0.454545455
0.91011236,0.032858698,0,0.38146493,0,0,0.054062196,0.430721257,0.05453015,0.359375,0.181818182
0.471910112,0.081438521,0,0.302436951,0,1,0.300188037,0.439322594,0.344694774,0.453125,0.181818182
0.617977528,0.383155627,0,0.608506047,0,0,0.058870719,0.473832513,0.082497935,0.34375,0.454545455
0.235955056,0.126382161,1,0.471963036,0,0,0.306175946,0.698407703,0.432775993,0.453125,0.545454545
0.337078652,0.031781142,1,0.640340654,0,1,0.024584109,0.793129143,0.126727783,0.421875,0.636363636
0.966292135,0.115744106,1,0.433721802,0,0,0.013892684,0.646572077,0.161251261,0.390625,0.272727273
0.91011236,0.371288143,0,0.455228512,0.166666667,0,0.293487203,0.473832513,0.252434509,0.5625,0.363636364
0.91011236,0.042131134,1,0.45248109,0.166666667,1,0.298210632,0.732938596,0.349803792,0.4375,0.545454545
0.213483146,0.146066619,0,0.436176345,0,0,0.23008483,0.396277182,0.22981697,0.5,0.272727273
0.460674157,0.078909211,0,0.603377453,0,0,0.321056854,0.603574145,0.342821927,0.546875,0.454545455
0.853932584,0.281681741,0,0.529607133,0,0,0.116053847,0.594354346,0.144085682,0.375,0.545454545
0.786516854,0.049809251,1,0.375387095,0,0,0.197468292,0.956842707,0.266284422,0.453125,0.818181818
0.247191011,0.114536114,1,0.218359996,0,0,0.158633468,0.646572077,0.275435553,0.4375,0.272727273
0.460674157,0.325164745,0,0.319287816,0.166666667,1,0.15272542,0.55125183,0.156568376,0.53125,0.363636364
0.359550562,0.059365541,0,0.404341203,0.166666667,0,0.039823948,0.353165926,0.073667044,0.515625,0.272727273
0.606741573,0.176041471,1,0.365656903,0,0,0.113961352,0.792642452,0.180042624,0.421875,0.727272727
0.640449438,0.077221769,1,0.325326044,0,0,0.137200638,0.559900648,0.230118785,0.34375,0.363636364
0.808988764,0.147305434,0,0.438369283,0,0,0.045425004,0.48243385,0.127325989,0.40625,0.454545455
0.539325843,0.068607578,0,0.744535805,0,0,0.18888447,0.318635032,0.221775113,0.4375,0.272727273
0.516853933,0.071430243,1,0.437517666,0,1,0.107747128,0.76725964,0.24753329,0.3125,0.545454545
0.460674157,0.167233615,1,0.565128931,0,0,0.152604198,0.85354513,0.290517983,0.375,0.818181818
0.719101124,0.066327824,0,0.481398218,0.166666667,0,0.110912704,0.559876723,0.19100778,0.484375,0.363636364
0.696629213,0.106944245,1,0.559832922,0,1,0.047111343,0.715499566,0.103156905,0.40625,0.454545455
0.494382022,0.114381537,0,0.423697111,0,0,0.088801215,0.594397994,0.177315702,0.40625,0.545454545
0.966292135,0.080828132,0,0.168694134,0,0,0.265721587,0.473743979,0.241600178,0.375,0.363636364
0.404494382,0.037691285,1,0.356152711,0.166666667,0,0.152618931,0.585770151,0.177045827,0.4375,0.454545455
0.741573034,0.095809011,1,0.417622622,0,1,0.017625141,0.827525738,0.099977435,0.359375,0.636363636
0.606741573,0.120988935,0,0.528665408,0.166666667,0,0.156070494,0.568577537,0.26614758,0.453125,0.545454545
0.707865169,0.175986083,1,0.464209185,0,0,0.203377559,0.637505025,0.223156651,0.40625,0.727272727
0.662921348,0.136060891,0,0.451625567,0,0,0.174623704,0.706436738,0.188314287,0.375,0.545454545
0.730337079,0.21074466,1,0.333999788,0,1,0.059255128,0.516878791,0.085922082,0.296875,0.454545455
0.539325843,0.035542971,0,0.376284994,0,0,0.201568634,0.568553612,0.283545971,0.4375,0.636363636
0.550561798,0.107068077,0,0.574256766,0.166666667,0,0.222396671,0.447952002,0.280899418,0.375,0.363636364
0.393258427,0.130351328,0,0.660396853,0.166666667,0,0.204464162,0.585770151,0.220227362,0.453125,0.545454545
0.97752809,0.322196502,1,0.662864631,0,0,0.082605336,0.637453029,0.185866163,0.421875,0.727272727
0.674157303,0.26051714,0,0.737163433,0,0,0.370561923,0.525502409,0.356491278,0.421875,0.454545455
0.921348315,0.066068072,0,0.403481442,0,0,0.344077807,0.620166746,0.31211766,0.421875,0.363636364
0.505617978,0.18893541,0,0.495845195,0.166666667,1,0.123009292,0.559916146,0.203658389,0.328125,0.545454545
0.494382022,0.127433491,0,0.484756133,0,0,0.085037517,0.413416184,0.176422438,0.453125,0.363636364
0.213483146,0.176252556,1,0.329161407,0,1,0.120713294,0.5856694,0.181483578,0.359375,0.545454545
0.415730337,0.100613981,0,0.692899447,0.166666667,0,0.103377369,0.603031234,0.166305351,0.515625,0.636363636
0.213483146,0.036869657,1,0.369974291,0,0,0.059830681,0.663221781,0.113415555,0.4375,0.363636364
